epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,639.835,0.62064,0.35891,0.83242,0.80946,0.6696,0.75706,0.49823,0.96246,0.68036,0.96922,0.000717239,0.000717239,0.000717239
181,643.275,0.65165,0.37409,0.8328,0.71532,0.79002,0.77806,0.52286,0.96303,0.66369,0.97883,0.00071504,0.00071504,0.00071504
182,646.707,0.60612,0.34726,0.83688,0.7278,0.72566,0.75476,0.50364,0.96866,0.67889,0.98509,0.00071284,0.00071284,0.00071284
183,650.186,0.63341,0.35486,0.83902,0.74449,0.71075,0.76865,0.51338,0.95808,0.66478,0.97292,0.00071064,0.00071064,0.00071064
184,653.807,0.62917,0.35835,0.83645,0.75347,0.70049,0.76663,0.5267,0.9645,0.63846,0.97796,0.00070844,0.00070844,0.00070844
185,657.28,0.62384,0.35303,0.83505,0.67929,0.79843,0.77576,0.53093,0.98107,0.63367,0.98196,0.00070624,0.00070624,0.00070624
186,660.721,0.61235,0.36105,0.82622,0.7446,0.79671,0.7871,0.53607,0.95561,0.62705,0.98053,0.000704041,0.000704041,0.000704041
187,664.173,0.64001,0.34993,0.83486,0.76682,0.82833,0.79683,0.54811,0.96818,0.6407,0.97662,0.000701841,0.000701841,0.000701841
188,667.856,0.6171,0.37643,0.83931,0.74338,0.80643,0.76221,0.53758,0.97281,0.68828,0.97492,0.000699641,0.000699641,0.000699641
189,671.311,0.61733,0.3599,0.84186,0.75821,0.7803,0.76616,0.53354,0.95751,0.69917,0.9758,0.000697441,0.000697441,0.000697441
190,674.788,0.59689,0.34965,0.8287,0.78435,0.79328,0.76458,0.52806,0.95895,0.68085,0.98186,0.000695242,0.000695242,0.000695242
191,678.285,0.60374,0.35538,0.82878,0.76088,0.77909,0.77887,0.51849,0.9652,0.66818,0.98459,0.000693042,0.000693042,0.000693042
192,681.787,0.61525,0.35918,0.82833,0.70374,0.80001,0.77067,0.50722,0.97695,0.68743,1.00062,0.000690842,0.000690842,0.000690842
193,685.373,0.63309,0.36028,0.84778,0.6895,0.77097,0.76929,0.50973,0.97643,0.67614,0.98329,0.000688642,0.000688642,0.000688642
194,688.842,0.62993,0.3657,0.83327,0.71606,0.82347,0.79235,0.5317,0.96744,0.65099,0.9853,0.000686442,0.000686442,0.000686442
195,692.311,0.61073,0.35045,0.83115,0.77855,0.80511,0.80657,0.54061,0.94765,0.6615,0.97275,0.000684243,0.000684243,0.000684243
196,695.823,0.6442,0.3601,0.84558,0.75749,0.78465,0.78563,0.53563,0.96406,0.6803,0.97805,0.000682043,0.000682043,0.000682043
197,699.454,0.60659,0.35147,0.82819,0.75149,0.73119,0.78328,0.53504,0.95067,0.66232,0.98063,0.000679843,0.000679843,0.000679843
198,702.914,0.60046,0.35232,0.8274,0.78909,0.68672,0.79956,0.53692,0.9511,0.67259,0.98376,0.000677643,0.000677643,0.000677643
199,706.361,0.60122,0.35083,0.83202,0.73698,0.76174,0.81084,0.54686,0.95482,0.65963,0.97128,0.000675444,0.000675444,0.000675444
200,709.835,0.62174,0.35694,0.83877,0.76571,0.76146,0.81104,0.51984,0.98885,0.66963,0.99476,0.000673244,0.000673244,0.000673244
201,713.427,0.60771,0.35219,0.84497,0.76304,0.79197,0.82647,0.52578,0.98614,0.69054,0.99961,0.000671044,0.000671044,0.000671044
202,716.893,0.60281,0.35061,0.83528,0.81984,0.7454,0.80687,0.53641,0.97278,0.67335,0.98383,0.000668844,0.000668844,0.000668844
203,720.339,0.63223,0.36345,0.83399,0.76944,0.79931,0.80096,0.53212,0.99502,0.66418,0.98535,0.000666644,0.000666644,0.000666644
204,723.835,0.61437,0.36848,0.83465,0.71416,0.79778,0.75541,0.50576,0.97227,0.67531,0.98646,0.000664445,0.000664445,0.000664445
205,727.417,0.60102,0.35122,0.83451,0.74436,0.77271,0.74771,0.51329,0.98265,0.72818,0.98238,0.000662245,0.000662245,0.000662245
206,730.878,0.61943,0.35416,0.84062,0.76401,0.81072,0.783,0.52549,0.96945,0.69273,0.97193,0.000660045,0.000660045,0.000660045
207,734.376,0.62528,0.35858,0.8344,0.79257,0.79279,0.80167,0.54562,0.97991,0.68774,0.96697,0.000657845,0.000657845,0.000657845
208,737.999,0.60837,0.34915,0.83522,0.80722,0.80593,0.80968,0.5418,0.97177,0.64063,0.97317,0.000655646,0.000655646,0.000655646
209,741.446,0.59885,0.34764,0.83291,0.80753,0.76569,0.80632,0.52943,0.96688,0.64987,0.97971,0.000653446,0.000653446,0.000653446
210,744.886,0.61747,0.35835,0.83526,0.79158,0.78583,0.79902,0.5235,0.95199,0.64816,0.96819,0.000651246,0.000651246,0.000651246
211,748.533,0.64997,0.36506,0.84128,0.74453,0.77298,0.77436,0.50947,0.96684,0.68942,0.9692,0.000649046,0.000649046,0.000649046
212,752.16,0.59336,0.34252,0.82669,0.75012,0.78001,0.78283,0.51055,0.97277,0.7443,0.97989,0.000646846,0.000646846,0.000646846
213,755.616,0.60141,0.33957,0.8358,0.75026,0.80514,0.78034,0.51614,0.98749,0.70483,0.98319,0.000644647,0.000644647,0.000644647
214,759.074,0.58255,0.33156,0.82527,0.7367,0.78729,0.79042,0.52264,1.00298,0.69124,0.98396,0.000642447,0.000642447,0.000642447
215,762.567,0.58166,0.32836,0.82881,0.74406,0.78037,0.7894,0.52088,0.99752,0.68803,0.98661,0.000640247,0.000640247,0.000640247
216,766.185,0.5683,0.33066,0.83204,0.76269,0.79085,0.78875,0.53782,0.99578,0.69284,0.98897,0.000638047,0.000638047,0.000638047
217,769.66,0.5745,0.34331,0.82716,0.76864,0.81602,0.7793,0.53839,0.98137,0.66975,0.98241,0.000635848,0.000635848,0.000635848
218,773.128,0.55654,0.32487,0.82871,0.75001,0.82972,0.76903,0.52603,0.96715,0.67424,0.98089,0.000633648,0.000633648,0.000633648
219,776.581,0.54716,0.32594,0.82372,0.72239,0.77213,0.77443,0.53408,0.96206,0.68697,0.97543,0.000631448,0.000631448,0.000631448
220,780.059,0.57234,0.33308,0.81345,0.69674,0.81434,0.75594,0.51914,0.96884,0.66284,0.97831,0.000629248,0.000629248,0.000629248
221,783.674,0.60759,0.35568,0.83044,0.71645,0.81056,0.76339,0.51601,0.9644,0.6412,0.98293,0.000627048,0.000627048,0.000627048
222,787.159,0.57378,0.32903,0.82744,0.72439,0.80869,0.7869,0.52524,0.96205,0.64187,0.97659,0.000624849,0.000624849,0.000624849
223,790.621,0.5674,0.32665,0.82096,0.7619,0.75145,0.76373,0.50828,0.96189,0.64088,0.9815,0.000622649,0.000622649,0.000622649
224,794.116,0.56833,0.32464,0.81941,0.79211,0.74422,0.75181,0.50403,0.97609,0.65534,0.98577,0.000620449,0.000620449,0.000620449
225,797.708,0.56437,0.3265,0.82288,0.78648,0.75523,0.74847,0.49692,0.98684,0.67132,0.98836,0.000618249,0.000618249,0.000618249
226,801.271,0.59488,0.3398,0.82911,0.76392,0.76829,0.75252,0.50522,0.99057,0.66145,0.98956,0.000616049,0.000616049,0.000616049
227,804.774,0.58811,0.34501,0.82683,0.75925,0.74256,0.78814,0.54332,0.9756,0.64977,0.987,0.00061385,0.00061385,0.00061385
228,808.445,0.57717,0.33257,0.82583,0.74723,0.77536,0.77161,0.53867,0.96281,0.66966,0.98209,0.00061165,0.00061165,0.00061165
229,811.937,0.5837,0.3399,0.8346,0.76859,0.76781,0.78633,0.54187,0.97213,0.67121,0.98394,0.00060945,0.00060945,0.00060945
230,815.426,0.56685,0.33054,0.82045,0.76668,0.78428,0.80243,0.55207,0.95694,0.65882,0.98219,0.00060725,0.00060725,0.00060725
231,818.903,0.57484,0.33111,0.82169,0.77432,0.77943,0.8032,0.55204,0.95368,0.67727,0.98396,0.000605051,0.000605051,0.000605051
232,822.551,0.56693,0.32706,0.82524,0.77945,0.82296,0.82094,0.55932,0.95627,0.66394,0.98253,0.000602851,0.000602851,0.000602851
233,826.323,0.57834,0.33896,0.83938,0.72167,0.83874,0.80114,0.54566,0.96039,0.64473,0.98404,0.000600651,0.000600651,0.000600651
234,829.765,0.5982,0.33992,0.83379,0.72661,0.82891,0.80484,0.55373,0.96327,0.65596,0.98349,0.000598451,0.000598451,0.000598451
235,833.208,0.55427,0.32296,0.8234,0.72865,0.80768,0.78322,0.53468,0.96457,0.66006,0.97486,0.000596251,0.000596251,0.000596251
236,836.867,0.57032,0.32455,0.81968,0.7463,0.7316,0.75327,0.50613,0.96153,0.65375,0.97634,0.000594052,0.000594052,0.000594052
237,840.323,0.55061,0.32067,0.8165,0.72527,0.77355,0.78129,0.52612,0.96468,0.65327,0.97546,0.000591852,0.000591852,0.000591852
238,843.791,0.52492,0.30632,0.82073,0.73779,0.75674,0.79215,0.53761,0.97253,0.66728,0.98034,0.000589652,0.000589652,0.000589652
239,847.268,0.56403,0.32365,0.82319,0.7394,0.75227,0.7656,0.52089,0.97788,0.68026,0.98019,0.000587452,0.000587452,0.000587452
240,850.953,0.61048,0.34247,0.82574,0.70996,0.81235,0.78805,0.52762,0.97248,0.62575,0.97629,0.000585253,0.000585253,0.000585253
241,854.415,0.58038,0.33089,0.82391,0.73401,0.79678,0.79105,0.5415,0.9768,0.62044,0.98148,0.000583053,0.000583053,0.000583053
242,857.866,0.54689,0.3171,0.82537,0.74087,0.78637,0.78326,0.52251,0.97779,0.65868,0.98344,0.000580853,0.000580853,0.000580853
243,861.319,0.57136,0.33446,0.82185,0.73975,0.79459,0.73767,0.49693,0.97241,0.67314,0.98727,0.000578653,0.000578653,0.000578653
244,864.892,0.56981,0.3292,0.82073,0.74458,0.68802,0.72546,0.49186,0.98313,0.67552,0.98603,0.000576453,0.000576453,0.000576453
245,868.367,0.58347,0.32731,0.8235,0.73711,0.70782,0.74082,0.49683,0.97202,0.67605,0.97923,0.000574254,0.000574254,0.000574254
246,871.843,0.56607,0.32325,0.82411,0.71703,0.78539,0.78884,0.52464,0.96969,0.66884,0.97289,0.000572054,0.000572054,0.000572054
247,875.307,0.53945,0.31425,0.82315,0.70775,0.79046,0.77343,0.51897,0.96326,0.6482,0.97271,0.000569854,0.000569854,0.000569854
248,879.008,0.55068,0.31291,0.82015,0.70212,0.7642,0.77651,0.53127,0.96156,0.65412,0.97625,0.000567654,0.000567654,0.000567654
249,882.516,0.54536,0.30972,0.82959,0.70611,0.77519,0.777,0.52195,0.95925,0.65843,0.9789,0.000565455,0.000565455,0.000565455
250,885.991,0.54854,0.31597,0.81219,0.76098,0.73514,0.78661,0.52101,0.96186,0.67819,0.98296,0.000563255,0.000563255,0.000563255
251,889.482,0.56041,0.32056,0.82613,0.80291,0.7363,0.77732,0.51019,0.96094,0.68722,0.98874,0.000561055,0.000561055,0.000561055
252,893.14,0.55563,0.31645,0.81858,0.7404,0.78674,0.77953,0.52867,0.9546,0.67088,0.98377,0.000558855,0.000558855,0.000558855
253,896.591,0.54128,0.31132,0.81612,0.71121,0.82144,0.781,0.53086,0.96067,0.67846,0.98515,0.000556655,0.000556655,0.000556655
254,900.059,0.52995,0.30925,0.81857,0.71615,0.78665,0.77073,0.52307,0.9745,0.69016,0.99567,0.000554456,0.000554456,0.000554456
255,903.521,0.53394,0.30537,0.82019,0.71972,0.74108,0.7711,0.52096,0.97877,0.68449,0.99739,0.000552256,0.000552256,0.000552256
256,907.143,0.54302,0.30537,0.81829,0.74189,0.73572,0.77663,0.51983,0.97021,0.68095,0.99411,0.000550056,0.000550056,0.000550056
257,910.594,0.54385,0.31274,0.82105,0.74195,0.75217,0.77529,0.51216,0.9682,0.68191,0.98408,0.000547856,0.000547856,0.000547856
258,914.042,0.53425,0.31111,0.81535,0.72329,0.78823,0.78621,0.52729,0.96453,0.69125,0.9831,0.000545657,0.000545657,0.000545657
259,917.518,0.56412,0.31776,0.82351,0.74287,0.80847,0.79425,0.53962,0.9683,0.6927,0.98179,0.000543457,0.000543457,0.000543457
260,921.164,0.53611,0.31399,0.82543,0.7389,0.79893,0.79942,0.55472,0.97279,0.68294,0.98976,0.000541257,0.000541257,0.000541257
261,924.653,0.50325,0.30013,0.82327,0.76717,0.80665,0.78393,0.55201,0.96156,0.69049,0.98268,0.000539057,0.000539057,0.000539057
262,928.097,0.54187,0.31648,0.8243,0.75716,0.79092,0.75601,0.51234,0.96819,0.68257,0.98439,0.000536857,0.000536857,0.000536857
263,931.568,0.54972,0.3183,0.82178,0.75767,0.79087,0.76043,0.52267,0.97083,0.66289,0.9869,0.000534658,0.000534658,0.000534658
264,935.217,0.53537,0.30358,0.82269,0.77041,0.76327,0.75484,0.51407,0.97152,0.66164,0.98452,0.000532458,0.000532458,0.000532458
265,938.704,0.55471,0.3195,0.82034,0.77667,0.78732,0.76221,0.51511,0.96027,0.67138,0.97925,0.000530258,0.000530258,0.000530258
266,942.175,0.52189,0.29991,0.81704,0.74154,0.77905,0.74785,0.51308,0.94818,0.66785,0.97433,0.000528058,0.000528058,0.000528058
267,945.634,0.51947,0.30362,0.82184,0.74177,0.78336,0.77148,0.53269,0.94547,0.68024,0.97163,0.000525859,0.000525859,0.000525859
268,949.139,0.52564,0.30303,0.81337,0.7321,0.82268,0.78012,0.53304,0.95335,0.66283,0.97178,0.000523659,0.000523659,0.000523659
269,952.733,0.54519,0.3165,0.81091,0.7662,0.78139,0.77904,0.52671,0.94399,0.64779,0.9696,0.000521459,0.000521459,0.000521459
270,956.2,0.52899,0.30866,0.82404,0.7768,0.8092,0.78504,0.54688,0.93549,0.65713,0.96934,0.000519259,0.000519259,0.000519259
271,959.686,0.54008,0.32036,0.81822,0.77625,0.80722,0.79733,0.54538,0.94376,0.6453,0.97821,0.000517059,0.000517059,0.000517059
272,963.21,0.52947,0.30801,0.81633,0.75642,0.80308,0.79401,0.54709,0.95462,0.67523,0.98214,0.00051486,0.00051486,0.00051486
273,966.834,0.51912,0.29985,0.81118,0.7681,0.79474,0.79383,0.54715,0.95118,0.66795,0.97974,0.00051266,0.00051266,0.00051266
274,970.295,0.50186,0.29718,0.81285,0.78197,0.80691,0.81742,0.5576,0.95557,0.66613,0.98339,0.00051046,0.00051046,0.00051046
275,973.756,0.52672,0.30275,0.81395,0.7733,0.81864,0.81465,0.54929,0.95341,0.67746,0.98199,0.00050826,0.00050826,0.00050826
276,977.271,0.51385,0.30145,0.8152,0.79165,0.80632,0.8049,0.54675,0.96965,0.682,0.98823,0.00050606,0.00050606,0.00050606
277,980.898,0.51898,0.30514,0.8073,0.7612,0.81603,0.79804,0.53501,0.96903,0.67361,0.99006,0.000503861,0.000503861,0.000503861
278,984.362,0.52307,0.29744,0.80144,0.82809,0.73941,0.78136,0.52756,0.9676,0.67493,0.98821,0.000501661,0.000501661,0.000501661
279,987.831,0.52281,0.30489,0.81245,0.78646,0.77611,0.76444,0.52464,0.97592,0.68022,0.9912,0.000499461,0.000499461,0.000499461
280,991.332,0.52031,0.29649,0.81286,0.80115,0.74999,0.77546,0.53032,0.98472,0.67702,0.99716,0.000497261,0.000497261,0.000497261
281,994.935,0.51873,0.29882,0.80626,0.81142,0.74389,0.78918,0.5298,0.97866,0.66212,0.9944,0.000495062,0.000495062,0.000495062
282,998.413,0.49845,0.29346,0.80926,0.78179,0.72869,0.79507,0.53865,0.98081,0.66447,0.99034,0.000492862,0.000492862,0.000492862
283,1001.89,0.52001,0.30816,0.81647,0.78934,0.76118,0.79748,0.54717,0.96926,0.67742,0.98843,0.000490662,0.000490662,0.000490662
284,1005.41,0.51546,0.30237,0.8133,0.79011,0.75881,0.80635,0.55627,0.95798,0.67909,0.98233,0.000488462,0.000488462,0.000488462
285,1009.03,0.49712,0.28838,0.81641,0.80573,0.75788,0.80816,0.55383,0.96638,0.66934,0.98381,0.000486262,0.000486262,0.000486262
286,1012.5,0.509,0.2919,0.81205,0.78607,0.77261,0.81312,0.55202,0.96019,0.65545,0.98574,0.000484063,0.000484063,0.000484063
287,1015.96,0.50996,0.29874,0.81795,0.761,0.79557,0.81092,0.55656,0.95965,0.65596,0.98672,0.000481863,0.000481863,0.000481863
288,1019.45,0.49511,0.29341,0.8124,0.84131,0.70779,0.81667,0.55709,0.95337,0.6408,0.98774,0.000479663,0.000479663,0.000479663
289,1023.03,0.48991,0.28527,0.81485,0.76344,0.75617,0.82271,0.5672,0.95995,0.6443,0.98642,0.000477463,0.000477463,0.000477463
290,1026.71,0.4947,0.29179,0.80737,0.81755,0.7434,0.8251,0.56264,0.97154,0.64245,0.98671,0.000475264,0.000475264,0.000475264
291,1030.17,0.52459,0.30009,0.81267,0.82828,0.76502,0.81844,0.56191,0.96742,0.63822,0.98163,0.000473064,0.000473064,0.000473064
292,1033.66,0.51197,0.30486,0.81414,0.76762,0.78867,0.82055,0.56319,0.96321,0.64015,0.98294,0.000470864,0.000470864,0.000470864
293,1037.28,0.53511,0.30961,0.81939,0.7471,0.76474,0.82846,0.57317,0.95584,0.64248,0.98032,0.000468664,0.000468664,0.000468664
294,1040.97,0.51008,0.29765,0.8089,0.75443,0.75515,0.79439,0.56145,0.94775,0.63308,0.9783,0.000466464,0.000466464,0.000466464
295,1044.46,0.53815,0.31102,0.82055,0.75798,0.75088,0.77355,0.54704,0.96435,0.62724,0.98122,0.000464265,0.000464265,0.000464265
296,1047.97,0.49981,0.29461,0.80851,0.74932,0.76518,0.80109,0.55562,0.9594,0.65177,0.97689,0.000462065,0.000462065,0.000462065
297,1051.58,0.49008,0.28874,0.81013,0.69901,0.80169,0.79449,0.55624,0.95248,0.65954,0.97813,0.000459865,0.000459865,0.000459865
298,1055.06,0.5031,0.30025,0.80745,0.758,0.71242,0.79727,0.5606,0.94727,0.65957,0.97377,0.000457665,0.000457665,0.000457665
299,1058.53,0.49122,0.28787,0.80628,0.74007,0.71932,0.7928,0.55765,0.94666,0.6525,0.97371,0.000455466,0.000455466,0.000455466
300,1062.04,0.49856,0.28612,0.80661,0.75363,0.73761,0.79883,0.55707,0.94509,0.65117,0.97151,0.000453266,0.000453266,0.000453266
301,1065.64,0.50462,0.29194,0.80322,0.77308,0.75543,0.80285,0.56609,0.94632,0.6444,0.97114,0.000451066,0.000451066,0.000451066
302,1069.12,0.49427,0.2883,0.81725,0.77555,0.7324,0.78212,0.55036,0.94358,0.64735,0.97159,0.000448866,0.000448866,0.000448866
303,1072.56,0.4963,0.28795,0.81369,0.77861,0.73154,0.78673,0.55249,0.94659,0.66309,0.97627,0.000446666,0.000446666,0.000446666
304,1076.2,0.47904,0.28106,0.80503,0.75266,0.71751,0.76564,0.52673,0.96438,0.67804,0.98179,0.000444467,0.000444467,0.000444467
305,1079.66,0.46093,0.27122,0.80852,0.74392,0.78735,0.76739,0.51924,0.96206,0.68597,0.98403,0.000442267,0.000442267,0.000442267
306,1083.11,0.48049,0.28849,0.80763,0.77728,0.7261,0.75408,0.52005,0.96477,0.68651,0.97992,0.000440067,0.000440067,0.000440067
307,1086.55,0.47235,0.28213,0.80893,0.78545,0.72962,0.75314,0.52346,0.95878,0.6813,0.97916,0.000437867,0.000437867,0.000437867
308,1090.14,0.48965,0.28639,0.80978,0.71772,0.81729,0.77444,0.53932,0.96099,0.66793,0.98022,0.000435668,0.000435668,0.000435668
309,1093.61,0.48566,0.2885,0.81226,0.72525,0.82852,0.77328,0.53662,0.9592,0.66194,0.97849,0.000433468,0.000433468,0.000433468
310,1097.06,0.46616,0.28218,0.81154,0.78013,0.78562,0.77658,0.53285,0.95833,0.67153,0.97971,0.000431268,0.000431268,0.000431268
311,1100.53,0.51941,0.30944,0.8111,0.77717,0.79422,0.77857,0.53219,0.95283,0.68821,0.98174,0.000429068,0.000429068,0.000429068
312,1104.15,0.49323,0.28935,0.80602,0.78159,0.77826,0.77977,0.54042,0.95726,0.69254,0.9763,0.000426868,0.000426868,0.000426868
313,1107.6,0.48584,0.28578,0.80835,0.75505,0.7837,0.7941,0.54327,0.9565,0.69114,0.98026,0.000424669,0.000424669,0.000424669
314,1111.06,0.49408,0.28774,0.80564,0.7479,0.78296,0.8015,0.55184,0.95919,0.68968,0.98754,0.000422469,0.000422469,0.000422469
315,1114.56,0.46413,0.27872,0.81241,0.75753,0.77829,0.80319,0.55128,0.96266,0.68148,0.99052,0.000420269,0.000420269,0.000420269
316,1118.19,0.4686,0.27906,0.8126,0.70794,0.8277,0.77839,0.54718,0.95317,0.67348,0.98578,0.000418069,0.000418069,0.000418069
317,1121.66,0.48366,0.28014,0.80604,0.69339,0.83481,0.78559,0.54563,0.9546,0.69119,0.98075,0.00041587,0.00041587,0.00041587
318,1125.13,0.49231,0.28403,0.81359,0.71381,0.82151,0.78859,0.54297,0.95376,0.69336,0.98633,0.00041367,0.00041367,0.00041367
319,1128.64,0.47719,0.27535,0.80333,0.7405,0.80589,0.79794,0.54981,0.96295,0.69466,0.99038,0.00041147,0.00041147,0.00041147
320,1132.14,0.46133,0.27192,0.81167,0.7586,0.80375,0.78393,0.54137,0.96965,0.70257,0.99582,0.00040927,0.00040927,0.00040927
321,1135.75,0.5065,0.29269,0.80646,0.76403,0.80176,0.7844,0.53768,0.97293,0.70751,0.99101,0.00040707,0.00040707,0.00040707
322,1139.22,0.47212,0.27406,0.80744,0.74711,0.80723,0.80022,0.54531,0.97412,0.69172,0.99184,0.000404871,0.000404871,0.000404871
323,1142.69,0.46855,0.26822,0.8095,0.69933,0.81732,0.78687,0.53966,0.97345,0.69087,0.98118,0.000402671,0.000402671,0.000402671
324,1146.19,0.49965,0.2837,0.80807,0.69189,0.82075,0.77348,0.51753,0.97394,0.69907,0.97995,0.000400471,0.000400471,0.000400471
325,1149.79,0.47232,0.27909,0.8082,0.72814,0.72843,0.777,0.52802,0.97303,0.69344,0.97931,0.000398271,0.000398271,0.000398271
326,1153.23,0.46044,0.27215,0.80705,0.74364,0.79552,0.79954,0.5422,0.97483,0.68639,0.98404,0.000396071,0.000396071,0.000396071
327,1156.67,0.48693,0.28472,0.80059,0.74217,0.80241,0.79213,0.55995,0.97616,0.68713,0.9823,0.000393872,0.000393872,0.000393872
328,1160.31,0.49614,0.28797,0.81731,0.73031,0.78747,0.81118,0.57443,0.96683,0.67295,0.97216,0.000391672,0.000391672,0.000391672
329,1163.77,0.47579,0.27336,0.80982,0.75723,0.77136,0.81139,0.56352,0.96683,0.6846,0.97016,0.000389472,0.000389472,0.000389472
330,1167.25,0.45682,0.27255,0.80364,0.68942,0.8441,0.80927,0.5593,0.9506,0.67898,0.96193,0.000387272,0.000387272,0.000387272
331,1170.7,0.46646,0.27331,0.8059,0.68022,0.84731,0.80355,0.55464,0.93929,0.67197,0.96224,0.000385073,0.000385073,0.000385073
332,1174.2,0.45599,0.26305,0.80357,0.72231,0.81577,0.82266,0.56026,0.95177,0.67373,0.96957,0.000382873,0.000382873,0.000382873
333,1177.78,0.46676,0.27684,0.80809,0.73286,0.79666,0.80373,0.54333,0.9617,0.68549,0.97384,0.000380673,0.000380673,0.000380673
334,1181.23,0.447,0.26185,0.80733,0.75257,0.76985,0.79821,0.55562,0.95707,0.68973,0.97399,0.000378473,0.000378473,0.000378473
335,1184.73,0.46857,0.27724,0.80413,0.73893,0.72809,0.78777,0.54009,0.96632,0.69404,0.97667,0.000376273,0.000376273,0.000376273
336,1188.21,0.4688,0.27393,0.81138,0.7274,0.77945,0.8028,0.54906,0.96477,0.68896,0.98034,0.000374074,0.000374074,0.000374074
337,1191.81,0.47434,0.27764,0.81109,0.73512,0.75954,0.8053,0.54866,0.97249,0.68258,0.97852,0.000371874,0.000371874,0.000371874
338,1195.27,0.48662,0.27952,0.81176,0.75853,0.8265,0.80725,0.54684,0.969,0.68114,0.97991,0.000369674,0.000369674,0.000369674
339,1198.72,0.48235,0.27923,0.81681,0.74983,0.82459,0.81512,0.55851,0.95478,0.67372,0.97615,0.000367474,0.000367474,0.000367474
340,1202.21,0.47504,0.27909,0.80913,0.81266,0.75417,0.82288,0.56476,0.95311,0.66374,0.97662,0.000365275,0.000365275,0.000365275
341,1205.81,0.46857,0.27394,0.80917,0.8148,0.7615,0.81714,0.56441,0.95613,0.6766,0.9773,0.000363075,0.000363075,0.000363075
342,1209.29,0.47283,0.27609,0.81228,0.83199,0.73043,0.81355,0.55756,0.95784,0.67547,0.97485,0.000360875,0.000360875,0.000360875
343,1212.75,0.47959,0.28037,0.81829,0.81419,0.73749,0.79941,0.5483,0.96059,0.65724,0.97206,0.000358675,0.000358675,0.000358675
344,1216.24,0.47268,0.27348,0.80136,0.81387,0.78337,0.81731,0.56488,0.95998,0.65081,0.96944,0.000356475,0.000356475,0.000356475
345,1219.82,0.47027,0.28213,0.81161,0.78056,0.76768,0.82762,0.57984,0.96038,0.64733,0.97081,0.000354276,0.000354276,0.000354276
346,1223.5,0.46556,0.26939,0.80784,0.83184,0.71391,0.8316,0.57645,0.97736,0.64823,0.9771,0.000352076,0.000352076,0.000352076
347,1226.95,0.45709,0.27328,0.80329,0.75205,0.75838,0.82064,0.57517,0.96844,0.64043,0.98271,0.000349876,0.000349876,0.000349876
348,1230.44,0.4694,0.27539,0.80622,0.76201,0.76576,0.81731,0.56815,0.95903,0.64865,0.98015,0.000347676,0.000347676,0.000347676
349,1234.04,0.46958,0.27582,0.79994,0.80201,0.71085,0.80519,0.55855,0.96705,0.65814,0.98165,0.000345477,0.000345477,0.000345477
350,1237.49,0.48721,0.2784,0.80775,0.80649,0.70751,0.80667,0.55377,0.96896,0.67478,0.98072,0.000343277,0.000343277,0.000343277
351,1240.94,0.45367,0.26743,0.80186,0.81261,0.7035,0.80459,0.56064,0.96371,0.68072,0.97968,0.000341077,0.000341077,0.000341077
352,1244.58,0.46654,0.27409,0.80188,0.81719,0.72751,0.8086,0.56071,0.96531,0.68838,0.98227,0.000338877,0.000338877,0.000338877
353,1248.04,0.46621,0.27388,0.79947,0.80991,0.71249,0.80278,0.56329,0.95656,0.69096,0.97997,0.000336677,0.000336677,0.000336677
354,1251.53,0.43904,0.25837,0.8019,0.78808,0.71194,0.80399,0.56025,0.94969,0.6715,0.97412,0.000334478,0.000334478,0.000334478
355,1255.01,0.47154,0.27989,0.80982,0.74288,0.74187,0.81147,0.56437,0.94898,0.66663,0.97083,0.000332278,0.000332278,0.000332278
356,1258.55,0.46937,0.26996,0.80376,0.73643,0.81175,0.81013,0.56135,0.93974,0.67757,0.96924,0.000330078,0.000330078,0.000330078
357,1262.16,0.46265,0.26937,0.79932,0.72214,0.80008,0.79353,0.55207,0.94857,0.68842,0.96706,0.000327878,0.000327878,0.000327878
358,1265.68,0.47287,0.27557,0.80921,0.73471,0.82643,0.78997,0.54464,0.95448,0.70092,0.97214,0.000325679,0.000325679,0.000325679
359,1269.17,0.4599,0.27195,0.80304,0.72261,0.82774,0.77737,0.5357,0.95312,0.69452,0.97281,0.000323479,0.000323479,0.000323479
360,1272.7,0.43775,0.26104,0.79671,0.71935,0.82958,0.78047,0.53294,0.96318,0.68592,0.97589,0.000321279,0.000321279,0.000321279
361,1276.34,0.44881,0.26398,0.80269,0.71072,0.82721,0.78883,0.5343,0.96613,0.68092,0.97768,0.000319079,0.000319079,0.000319079
362,1279.82,0.43183,0.26195,0.80063,0.72478,0.83282,0.78144,0.52891,0.97388,0.6919,0.98138,0.000316879,0.000316879,0.000316879
363,1283.28,0.44915,0.2632,0.79938,0.72598,0.82535,0.78314,0.53002,0.96331,0.68916,0.9815,0.00031468,0.00031468,0.00031468
364,1286.78,0.43982,0.25511,0.80416,0.77555,0.75581,0.80748,0.55781,0.94687,0.66809,0.97984,0.00031248,0.00031248,0.00031248
365,1290.39,0.43768,0.26043,0.80964,0.78488,0.7128,0.81066,0.561,0.95351,0.65735,0.9783,0.00031028,0.00031028,0.00031028
