epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,638.71,0.51829,0.30339,0.81077,0.788,0.70082,0.7788,0.53931,0.9444,0.65132,0.9677,0.000126598,0.000126598,0.000126598
181,642.186,0.53569,0.30436,0.81128,0.77968,0.70447,0.77429,0.54122,0.94624,0.64312,0.96698,0.000121099,0.000121099,0.000121099
182,645.662,0.50371,0.2878,0.81428,0.77483,0.69916,0.77608,0.54747,0.94543,0.64176,0.96777,0.0001156,0.0001156,0.0001156
183,649.371,0.52575,0.29805,0.8162,0.67651,0.77003,0.7659,0.53809,0.94161,0.63426,0.9696,0.0001101,0.0001101,0.0001101
184,652.881,0.5207,0.29727,0.81603,0.76126,0.73227,0.76284,0.53409,0.93845,0.63447,0.97002,0.000104601,0.000104601,0.000104601
185,656.356,0.51522,0.29068,0.81217,0.77305,0.72297,0.77661,0.54325,0.93776,0.63165,0.97125,9.91012e-05,9.91012e-05,9.91012e-05
186,659.974,0.50026,0.29317,0.8051,0.77718,0.71726,0.77498,0.54743,0.93875,0.62594,0.97154,9.36017e-05,9.36017e-05,9.36017e-05
187,663.719,0.5239,0.2882,0.81312,0.77916,0.72524,0.77652,0.54505,0.94032,0.62741,0.97036,8.81023e-05,8.81023e-05,8.81023e-05
188,667.246,0.51218,0.29751,0.81479,0.79299,0.71216,0.77592,0.54309,0.94538,0.62997,0.97362,8.26028e-05,8.26028e-05,8.26028e-05
189,670.718,0.50429,0.29152,0.82065,0.75901,0.76037,0.77725,0.54381,0.93852,0.63297,0.97219,7.71034e-05,7.71034e-05,7.71034e-05
190,674.209,0.4773,0.28042,0.8071,0.75891,0.75901,0.76516,0.52888,0.93307,0.6339,0.97002,7.1604e-05,7.1604e-05,7.1604e-05
191,678.36,0.4935,0.28038,0.81066,0.7674,0.75962,0.77366,0.53222,0.93469,0.63266,0.97015,6.61045e-05,6.61045e-05,6.61045e-05
192,681.887,0.48706,0.27111,0.80447,0.77428,0.76701,0.76694,0.5302,0.93901,0.6379,0.97189,6.06051e-05,6.06051e-05,6.06051e-05
193,685.345,0.47857,0.27031,0.80124,0.76109,0.77189,0.76156,0.52337,0.93842,0.64301,0.97111,5.51056e-05,5.51056e-05,5.51056e-05
194,688.838,0.47359,0.26902,0.79458,0.74905,0.76218,0.76247,0.5257,0.93979,0.65038,0.97038,4.96062e-05,4.96062e-05,4.96062e-05
195,692.316,0.46716,0.26499,0.79511,0.75589,0.73421,0.75961,0.52748,0.94155,0.65119,0.96949,4.41067e-05,4.41067e-05,4.41067e-05
196,695.86,0.49138,0.27714,0.80707,0.76431,0.74449,0.7616,0.52367,0.94458,0.65665,0.9711,3.86073e-05,3.86073e-05,3.86073e-05
197,699.326,0.48799,0.27493,0.8034,0.77004,0.75032,0.75776,0.52072,0.94195,0.65124,0.97037,3.31078e-05,3.31078e-05,3.31078e-05
198,702.817,0.47108,0.27466,0.80252,0.80042,0.75407,0.75843,0.52494,0.94168,0.64547,0.97024,2.76084e-05,2.76084e-05,2.76084e-05
199,706.287,0.46428,0.26606,0.79631,0.80671,0.7624,0.76106,0.52499,0.93828,0.6418,0.97,2.21089e-05,2.21089e-05,2.21089e-05
200,709.791,0.4743,0.26315,0.80704,0.77548,0.74722,0.76477,0.52831,0.9378,0.63722,0.97025,1.66095e-05,1.66095e-05,1.66095e-05
