epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,1315.8,0.60028,0.39774,0.96001,0.95609,0.87809,0.93434,0.79476,0.69415,0.42343,1.0073,0.0063964,0.0063964,0.0063964
184,1322.81,0.62435,0.4135,0.97802,0.94392,0.88737,0.92346,0.77797,0.72149,0.40821,1.0038,0.0063766,0.0063766,0.0063766
185,1329.84,0.61333,0.40413,0.96328,0.93212,0.9032,0.92514,0.77928,0.75209,0.4094,0.99469,0.0063568,0.0063568,0.0063568
186,1336.95,0.6058,0.39234,0.9637,0.95991,0.86538,0.92425,0.7783,0.71246,0.40752,0.99008,0.006337,0.006337,0.006337
187,1343.95,0.61462,0.4043,0.97167,0.92559,0.88681,0.93036,0.77646,0.70345,0.41594,1.01369,0.0063172,0.0063172,0.0063172
188,1351.08,0.61806,0.41285,0.96869,0.94983,0.88563,0.9302,0.78258,0.70533,0.40941,1.01355,0.0062974,0.0062974,0.0062974
189,1358.16,0.59774,0.40332,0.95717,0.95142,0.88338,0.92482,0.78187,0.66377,0.37069,0.98675,0.0062776,0.0062776,0.0062776
190,1365.32,0.61445,0.41897,0.97026,0.92909,0.8825,0.92764,0.78986,0.69407,0.39585,0.98249,0.0062578,0.0062578,0.0062578
191,1372.43,0.62156,0.40469,0.96842,0.92948,0.89659,0.92875,0.79528,0.69184,0.39589,0.96943,0.006238,0.006238,0.006238
192,1379.64,0.61436,0.40072,0.96611,0.92004,0.90111,0.92424,0.78168,0.73721,0.41356,0.99934,0.0062182,0.0062182,0.0062182
193,1386.96,0.60344,0.40372,0.9637,0.93218,0.88702,0.9259,0.77786,0.7165,0.40939,0.99986,0.0061984,0.0061984,0.0061984
194,1394.09,0.60306,0.3972,0.96442,0.94558,0.86924,0.92335,0.7883,0.67884,0.39893,0.97915,0.0061786,0.0061786,0.0061786
195,1401.24,0.60655,0.40251,0.96901,0.95355,0.86309,0.92809,0.79816,0.66831,0.40027,0.97594,0.0061588,0.0061588,0.0061588
196,1408.47,0.60933,0.3985,0.95772,0.9496,0.88529,0.92649,0.78583,0.70704,0.39672,0.96755,0.006139,0.006139,0.006139
197,1415.64,0.59841,0.39095,0.95728,0.94563,0.87964,0.92957,0.79004,0.72805,0.3954,0.98709,0.0061192,0.0061192,0.0061192
198,1422.77,0.60417,0.39108,0.96476,0.90972,0.91093,0.92609,0.78844,0.70088,0.39788,0.99422,0.0060994,0.0060994,0.0060994
199,1429.99,0.60726,0.39923,0.97593,0.92016,0.91617,0.92407,0.78729,0.70619,0.41055,0.98624,0.0060796,0.0060796,0.0060796
200,1437.1,0.59064,0.3877,0.96073,0.90942,0.91163,0.92271,0.77707,0.70438,0.39933,0.98754,0.0060598,0.0060598,0.0060598
201,1444.34,0.59897,0.39906,0.96064,0.93977,0.87589,0.92092,0.78592,0.70954,0.41474,0.97658,0.00604,0.00604,0.00604
202,1451.44,0.59743,0.39237,0.9617,0.95008,0.87964,0.92684,0.78557,0.72143,0.39788,0.99421,0.0060202,0.0060202,0.0060202
203,1458.58,0.58474,0.39477,0.95491,0.94871,0.87531,0.92274,0.78177,0.70978,0.39718,0.99691,0.0060004,0.0060004,0.0060004
204,1465.78,0.60492,0.40022,0.97054,0.94733,0.86961,0.91973,0.77471,0.71324,0.41436,0.99687,0.0059806,0.0059806,0.0059806
205,1472.98,0.60196,0.39536,0.95777,0.91417,0.90252,0.92711,0.78811,0.69112,0.39713,0.98788,0.0059608,0.0059608,0.0059608
206,1480.12,0.60544,0.40481,0.96766,0.93481,0.895,0.92885,0.78636,0.68798,0.37969,0.98214,0.005941,0.005941,0.005941
207,1487.29,0.58177,0.39001,0.95647,0.95516,0.89181,0.93018,0.77742,0.68352,0.35779,0.98282,0.0059212,0.0059212,0.0059212
208,1494.36,0.58434,0.3803,0.95944,0.95828,0.90528,0.91993,0.78195,0.71931,0.39984,1.00191,0.0059014,0.0059014,0.0059014
209,1501.46,0.59958,0.4057,0.97072,0.94338,0.88529,0.91847,0.77844,0.69883,0.4116,0.99317,0.0058816,0.0058816,0.0058816
210,1508.58,0.59621,0.3911,0.95997,0.96117,0.88539,0.91521,0.76892,0.69228,0.42178,0.99074,0.0058618,0.0058618,0.0058618
211,1515.82,0.58601,0.38914,0.95028,0.95575,0.87399,0.92169,0.78091,0.72085,0.41951,0.99556,0.005842,0.005842,0.005842
212,1522.99,0.59363,0.39156,0.95395,0.95923,0.8729,0.9196,0.77464,0.73257,0.40515,1.00279,0.0058222,0.0058222,0.0058222
213,1530.15,0.58698,0.38817,0.96048,0.94981,0.87253,0.92834,0.78836,0.71387,0.38221,0.99778,0.0058024,0.0058024,0.0058024
214,1537.28,0.60289,0.38536,0.95437,0.94677,0.87563,0.92947,0.78982,0.69349,0.39334,0.98915,0.0057826,0.0057826,0.0057826
215,1544.5,0.57489,0.37076,0.95324,0.94785,0.87641,0.92868,0.79174,0.68973,0.39281,0.99315,0.0057628,0.0057628,0.0057628
216,1551.61,0.57998,0.38504,0.95743,0.91882,0.89911,0.92735,0.79381,0.68576,0.37174,0.99944,0.005743,0.005743,0.005743
217,1558.8,0.58625,0.3795,0.95746,0.92398,0.89967,0.92671,0.78594,0.71434,0.40525,1.01697,0.0057232,0.0057232,0.0057232
218,1566.2,0.58631,0.38474,0.96139,0.96066,0.88923,0.93512,0.79106,0.7165,0.3939,1.0115,0.0057034,0.0057034,0.0057034
219,1573.38,0.58414,0.3801,0.95641,0.92662,0.90599,0.93267,0.78846,0.71017,0.38306,1.00372,0.0056836,0.0056836,0.0056836
220,1580.57,0.58818,0.38676,0.95896,0.96188,0.86269,0.93159,0.79969,0.70331,0.39519,0.99408,0.0056638,0.0056638,0.0056638
221,1587.78,0.5832,0.38851,0.96838,0.96594,0.86198,0.93519,0.8032,0.68711,0.3801,0.98766,0.005644,0.005644,0.005644
222,1595.02,0.58976,0.37984,0.95468,0.96441,0.88186,0.9389,0.7936,0.72178,0.38021,1.00053,0.0056242,0.0056242,0.0056242
223,1602.18,0.59159,0.39153,0.96445,0.95415,0.88681,0.93689,0.79138,0.73187,0.38161,1.01226,0.0056044,0.0056044,0.0056044
224,1609.49,0.57674,0.37924,0.94908,0.93478,0.88681,0.93553,0.80159,0.69714,0.36094,0.99771,0.0055846,0.0055846,0.0055846
225,1616.65,0.58389,0.38044,0.96301,0.93831,0.8924,0.93047,0.79034,0.72618,0.41215,1.014,0.0055648,0.0055648,0.0055648
226,1623.82,0.5823,0.38681,0.957,0.95646,0.85892,0.92634,0.78612,0.74816,0.4243,1.0263,0.005545,0.005545,0.005545
227,1630.94,0.56492,0.37392,0.95703,0.95335,0.87399,0.93209,0.78405,0.7211,0.41678,1.02963,0.0055252,0.0055252,0.0055252
228,1638.09,0.56832,0.37672,0.94957,0.95069,0.87964,0.93175,0.78656,0.74719,0.41498,1.02193,0.0055054,0.0055054,0.0055054
229,1645.33,0.57638,0.38594,0.95044,0.95561,0.87399,0.92718,0.78456,0.73788,0.41585,1.0145,0.0054856,0.0054856,0.0054856
230,1652.49,0.59047,0.392,0.95819,0.94173,0.87639,0.93231,0.79533,0.73207,0.3992,1.00798,0.0054658,0.0054658,0.0054658
231,1659.6,0.56934,0.37652,0.95991,0.91345,0.92223,0.93626,0.79342,0.7551,0.39096,1.01346,0.005446,0.005446,0.005446
232,1666.7,0.57846,0.37474,0.95476,0.92249,0.91093,0.9325,0.77946,0.74468,0.40912,1.00039,0.0054262,0.0054262,0.0054262
233,1673.79,0.5727,0.37594,0.94332,0.93714,0.87964,0.93354,0.7925,0.73584,0.40037,1.00508,0.0054064,0.0054064,0.0054064
234,1680.83,0.56609,0.36919,0.94219,0.92407,0.90528,0.93005,0.78723,0.71798,0.40336,0.99456,0.0053866,0.0053866,0.0053866
235,1687.97,0.57473,0.38348,0.9588,0.9402,0.8942,0.93494,0.7886,0.73131,0.38676,0.99681,0.0053668,0.0053668,0.0053668
236,1695.09,0.56731,0.3653,0.9538,0.97353,0.85541,0.93473,0.79258,0.72646,0.39228,1.00667,0.005347,0.005347,0.005347
237,1702.26,0.56782,0.37475,0.95299,0.96937,0.8725,0.93933,0.79791,0.70324,0.37421,0.98556,0.0053272,0.0053272,0.0053272
238,1709.34,0.56805,0.376,0.94781,0.92962,0.89811,0.93503,0.7971,0.72479,0.38187,0.98853,0.0053074,0.0053074,0.0053074
239,1716.69,0.56338,0.36545,0.94693,0.95828,0.87392,0.92977,0.79116,0.73674,0.38756,0.99284,0.0052876,0.0052876,0.0052876
240,1723.92,0.56769,0.36784,0.95216,0.94406,0.88501,0.92931,0.78128,0.72901,0.37712,0.98233,0.0052678,0.0052678,0.0052678
241,1731.08,0.56442,0.37454,0.94835,0.88509,0.93088,0.93167,0.78597,0.71925,0.3815,0.98142,0.005248,0.005248,0.005248
242,1738.23,0.55988,0.36878,0.93737,0.9312,0.88215,0.93769,0.79274,0.70464,0.37501,0.98315,0.0052282,0.0052282,0.0052282
243,1745.55,0.56551,0.36963,0.94542,0.92728,0.88827,0.93865,0.79372,0.70668,0.38455,0.98963,0.0052084,0.0052084,0.0052084
244,1752.69,0.55739,0.36642,0.94544,0.92249,0.90376,0.94232,0.79706,0.71415,0.38127,0.98777,0.0051886,0.0051886,0.0051886
245,1759.84,0.56862,0.36344,0.94393,0.92752,0.89946,0.93888,0.80031,0.71728,0.38643,0.99139,0.0051688,0.0051688,0.0051688
246,1767.01,0.55793,0.37059,0.95217,0.95768,0.88002,0.93729,0.79614,0.74048,0.41647,1.00324,0.005149,0.005149,0.005149
247,1774.23,0.54944,0.35276,0.93378,0.9308,0.90169,0.93755,0.79282,0.73236,0.40124,0.99513,0.0051292,0.0051292,0.0051292
248,1781.39,0.5606,0.36535,0.95281,0.91315,0.92975,0.93818,0.80347,0.72256,0.38187,1.00622,0.0051094,0.0051094,0.0051094
249,1788.53,0.5587,0.36351,0.94675,0.93571,0.90528,0.93879,0.7939,0.74466,0.38224,1.00878,0.0050896,0.0050896,0.0050896
250,1795.58,0.54438,0.35933,0.94233,0.92232,0.89545,0.93424,0.783,0.73963,0.391,1.0044,0.0050698,0.0050698,0.0050698
251,1802.74,0.56526,0.37336,0.94391,0.91248,0.91196,0.93706,0.79201,0.75884,0.38509,1.01068,0.00505,0.00505,0.00505
252,1809.8,0.5628,0.36058,0.95106,0.94531,0.89491,0.93345,0.79718,0.75312,0.40595,1.01156,0.0050302,0.0050302,0.0050302
253,1816.92,0.56066,0.36691,0.94033,0.96,0.88623,0.93305,0.79645,0.74283,0.40365,1.01337,0.0050104,0.0050104,0.0050104
254,1824.1,0.55209,0.35648,0.94014,0.9449,0.89396,0.93433,0.78661,0.73709,0.39351,1.00593,0.0049906,0.0049906,0.0049906
255,1831.22,0.55969,0.37224,0.9478,0.93031,0.89246,0.93765,0.79467,0.73169,0.38439,0.99969,0.0049708,0.0049708,0.0049708
256,1838.36,0.53635,0.35558,0.93374,0.90218,0.92382,0.93581,0.79467,0.73681,0.38349,1.00293,0.004951,0.004951,0.004951
257,1845.38,0.54579,0.34832,0.93381,0.93286,0.89246,0.92888,0.78911,0.73789,0.41089,1.00292,0.0049312,0.0049312,0.0049312
258,1852.42,0.54874,0.34978,0.93919,0.93237,0.89811,0.92904,0.78601,0.73491,0.39799,0.99033,0.0049114,0.0049114,0.0049114
259,1859.54,0.53986,0.35088,0.93412,0.91941,0.91658,0.9345,0.79111,0.72048,0.36757,0.99087,0.0048916,0.0048916,0.0048916
260,1866.72,0.54776,0.36234,0.93983,0.91073,0.91963,0.93972,0.80098,0.71286,0.37734,0.99186,0.0048718,0.0048718,0.0048718
261,1873.79,0.55095,0.36658,0.94016,0.92374,0.90773,0.93694,0.80262,0.72343,0.39084,0.99501,0.004852,0.004852,0.004852
262,1880.86,0.5349,0.35618,0.93984,0.93686,0.90386,0.93397,0.79226,0.73228,0.38049,0.99432,0.0048322,0.0048322,0.0048322
263,1887.97,0.55188,0.36082,0.94524,0.93197,0.90495,0.93539,0.7947,0.72919,0.37178,1.01032,0.0048124,0.0048124,0.0048124
264,1895.09,0.53001,0.34681,0.93153,0.91903,0.90666,0.93758,0.79358,0.73631,0.38518,1.01578,0.0047926,0.0047926,0.0047926
265,1902.19,0.55271,0.37008,0.94784,0.93145,0.9081,0.93711,0.79751,0.73838,0.40172,1.0102,0.0047728,0.0047728,0.0047728
266,1909.21,0.53629,0.35481,0.93348,0.93156,0.90762,0.93437,0.78931,0.74837,0.40285,1.01294,0.004753,0.004753,0.004753
267,1916.39,0.54418,0.35628,0.94345,0.92349,0.90871,0.93569,0.79258,0.72638,0.38994,0.99152,0.0047332,0.0047332,0.0047332
268,1923.49,0.54618,0.35162,0.94619,0.92939,0.91174,0.93438,0.79173,0.72998,0.3906,1.00885,0.0047134,0.0047134,0.0047134
269,1930.66,0.54505,0.35877,0.94287,0.93423,0.9115,0.94094,0.80345,0.73455,0.40141,1.01007,0.0046936,0.0046936,0.0046936
270,1937.72,0.5308,0.35263,0.93179,0.9167,0.91048,0.93511,0.78583,0.73795,0.40919,1.01634,0.0046738,0.0046738,0.0046738
271,1944.89,0.54743,0.3527,0.93756,0.90362,0.92368,0.93509,0.792,0.73192,0.40163,1.00405,0.004654,0.004654,0.004654
272,1952.01,0.54273,0.3453,0.93653,0.95336,0.8726,0.9352,0.7965,0.73393,0.40839,0.99825,0.0046342,0.0046342,0.0046342
273,1959.16,0.53801,0.35523,0.93653,0.91211,0.90528,0.93347,0.79587,0.73987,0.40566,0.99971,0.0046144,0.0046144,0.0046144
274,1966.27,0.54004,0.3522,0.9405,0.90875,0.90946,0.93764,0.79652,0.73675,0.39897,1.00104,0.0045946,0.0045946,0.0045946
275,1973.41,0.53552,0.35167,0.93659,0.96038,0.8695,0.93792,0.79738,0.73,0.40576,0.9971,0.0045748,0.0045748,0.0045748
276,1980.86,0.54224,0.36615,0.94227,0.96299,0.88347,0.93979,0.80191,0.73071,0.3942,0.98717,0.004555,0.004555,0.004555
277,1988.02,0.53655,0.35056,0.92848,0.95937,0.88918,0.93855,0.7991,0.7072,0.38021,0.97014,0.0045352,0.0045352,0.0045352
278,1995.23,0.54253,0.3469,0.93539,0.96605,0.88912,0.93499,0.79515,0.71674,0.36767,0.97674,0.0045154,0.0045154,0.0045154
279,2002.26,0.52896,0.34101,0.93723,0.95086,0.88666,0.93936,0.80281,0.72955,0.39124,0.99981,0.0044956,0.0044956,0.0044956
280,2009.4,0.53515,0.35265,0.9408,0.92997,0.90799,0.93884,0.80205,0.72453,0.38136,1.00169,0.0044758,0.0044758,0.0044758
281,2016.67,0.54077,0.34714,0.93427,0.93104,0.91297,0.9382,0.794,0.73313,0.37331,1.00443,0.004456,0.004456,0.004456
282,2023.92,0.52919,0.35262,0.93664,0.93011,0.90778,0.93576,0.79585,0.72188,0.37847,0.99913,0.0044362,0.0044362,0.0044362
283,2031.03,0.53057,0.34642,0.93457,0.92052,0.90528,0.93569,0.79793,0.71929,0.3831,1.00743,0.0044164,0.0044164,0.0044164
284,2038.21,0.53311,0.3507,0.93814,0.91945,0.91321,0.93547,0.79922,0.71617,0.38441,1.00753,0.0043966,0.0043966,0.0043966
285,2045.55,0.53194,0.3435,0.93215,0.93798,0.90788,0.9318,0.79323,0.72846,0.38535,1.01509,0.0043768,0.0043768,0.0043768
286,2052.75,0.52577,0.34034,0.93248,0.93784,0.90878,0.92944,0.78211,0.73242,0.3577,1.00857,0.004357,0.004357,0.004357
287,2059.89,0.5317,0.34662,0.9384,0.91999,0.91461,0.93249,0.79028,0.72966,0.36764,1.00394,0.0043372,0.0043372,0.0043372
288,2067.1,0.51712,0.34277,0.92962,0.92005,0.90826,0.93311,0.7911,0.72304,0.37077,1.00357,0.0043174,0.0043174,0.0043174
289,2074.24,0.52298,0.33652,0.92923,0.92937,0.91093,0.93164,0.78674,0.72675,0.37886,1.00441,0.0042976,0.0042976,0.0042976
290,2081.43,0.52518,0.34544,0.93623,0.93471,0.9157,0.93233,0.79661,0.73577,0.39279,1.00985,0.0042778,0.0042778,0.0042778
291,2088.44,0.52372,0.34046,0.93039,0.92632,0.91722,0.93645,0.79554,0.7257,0.39704,1.00555,0.004258,0.004258,0.004258
292,2095.61,0.51474,0.33094,0.93086,0.90985,0.90784,0.93423,0.79391,0.72703,0.38182,1.00571,0.0042382,0.0042382,0.0042382
293,2102.81,0.51624,0.33568,0.92836,0.92901,0.90091,0.92798,0.79082,0.7166,0.38641,0.99735,0.0042184,0.0042184,0.0042184
294,2110.03,0.51288,0.3348,0.9275,0.92723,0.90914,0.92712,0.78774,0.71432,0.38158,0.99897,0.0041986,0.0041986,0.0041986
295,2117.15,0.52045,0.33738,0.93134,0.92891,0.90169,0.93571,0.79882,0.72368,0.37578,1.00264,0.0041788,0.0041788,0.0041788
296,2124.21,0.52907,0.35027,0.94246,0.93637,0.89774,0.9356,0.79593,0.73241,0.37377,1.00718,0.004159,0.004159,0.004159
297,2131.38,0.5334,0.34192,0.93993,0.93633,0.89807,0.93477,0.80394,0.73414,0.38208,1.00802,0.0041392,0.0041392,0.0041392
298,2138.46,0.52789,0.33454,0.93894,0.92112,0.91186,0.93804,0.80452,0.72483,0.38127,1.00765,0.0041194,0.0041194,0.0041194
299,2145.67,0.51534,0.34319,0.93342,0.93525,0.91024,0.93767,0.79944,0.72844,0.37754,1.01261,0.0040996,0.0040996,0.0040996
300,2152.69,0.50161,0.32907,0.92024,0.92242,0.91093,0.93639,0.7945,0.73265,0.37401,1.01416,0.0040798,0.0040798,0.0040798
301,2159.77,0.50732,0.3303,0.92219,0.95051,0.87964,0.93514,0.79725,0.72577,0.37115,1.00635,0.00406,0.00406,0.00406
302,2167.06,0.52361,0.33811,0.93386,0.92074,0.92787,0.93795,0.8005,0.72168,0.37571,1.0056,0.0040402,0.0040402,0.0040402
303,2174.18,0.51067,0.33811,0.92319,0.94817,0.92214,0.93796,0.79673,0.71822,0.36828,1.00229,0.0040204,0.0040204,0.0040204
304,2181.41,0.50766,0.33852,0.92906,0.93949,0.91722,0.93751,0.79912,0.71153,0.37566,1.0044,0.0040006,0.0040006,0.0040006
305,2188.54,0.51797,0.33834,0.93211,0.94094,0.91578,0.93478,0.80115,0.70825,0.38374,1.00732,0.0039808,0.0039808,0.0039808
306,2195.62,0.51505,0.33596,0.93089,0.92594,0.91722,0.93415,0.80533,0.71791,0.3716,1.01715,0.003961,0.003961,0.003961
307,2202.85,0.50854,0.33496,0.93054,0.93906,0.9023,0.93912,0.80823,0.72149,0.37451,1.01491,0.0039412,0.0039412,0.0039412
308,2209.92,0.51024,0.32858,0.92314,0.93066,0.91677,0.93887,0.80745,0.71101,0.36661,1.00967,0.0039214,0.0039214,0.0039214
309,2217.13,0.51391,0.33874,0.92689,0.92836,0.91722,0.94026,0.80601,0.69867,0.36145,1.00484,0.0039016,0.0039016,0.0039016
310,2224.38,0.50433,0.32671,0.91649,0.92823,0.91647,0.93869,0.80607,0.7051,0.36914,1.01289,0.0038818,0.0038818,0.0038818
311,2231.54,0.51178,0.33174,0.92739,0.93533,0.91536,0.93653,0.80676,0.71413,0.37524,1.01325,0.003862,0.003862,0.003862
312,2238.66,0.50924,0.33109,0.92308,0.93341,0.90528,0.93433,0.8032,0.7147,0.37374,1.01617,0.0038422,0.0038422,0.0038422
313,2245.8,0.50816,0.33454,0.92951,0.93028,0.9173,0.93462,0.80248,0.71608,0.37048,1.00963,0.0038224,0.0038224,0.0038224
314,2253,0.5049,0.33188,0.92226,0.91676,0.92595,0.93599,0.79812,0.71893,0.36759,1.00794,0.0038026,0.0038026,0.0038026
315,2260.28,0.50717,0.33095,0.92572,0.9259,0.89218,0.93647,0.80375,0.71894,0.37892,1.00998,0.0037828,0.0037828,0.0037828
316,2267.55,0.51511,0.33806,0.93366,0.93888,0.87593,0.93698,0.80544,0.72334,0.38681,1.01436,0.003763,0.003763,0.003763
317,2274.81,0.50666,0.33448,0.93917,0.89221,0.9235,0.93524,0.79807,0.72744,0.39992,1.02125,0.0037432,0.0037432,0.0037432
318,2281.97,0.49668,0.33181,0.92666,0.90222,0.90909,0.9317,0.79859,0.7193,0.39114,1.01203,0.0037234,0.0037234,0.0037234
319,2289.15,0.50865,0.33553,0.92384,0.92747,0.89246,0.93461,0.79824,0.72518,0.38306,1.01062,0.0037036,0.0037036,0.0037036
320,2296.37,0.50276,0.33107,0.929,0.93808,0.88126,0.9379,0.79975,0.72584,0.38137,1.01064,0.0036838,0.0036838,0.0036838
321,2303.52,0.5048,0.32648,0.92157,0.90233,0.91532,0.93724,0.79653,0.72492,0.38394,1.00871,0.003664,0.003664,0.003664
322,2310.8,0.50691,0.33367,0.9271,0.93634,0.89165,0.93957,0.7953,0.7271,0.38082,1.00992,0.0036442,0.0036442,0.0036442
323,2317.91,0.49091,0.32859,0.91861,0.93609,0.89359,0.93858,0.79571,0.7269,0.37049,1.0077,0.0036244,0.0036244,0.0036244
324,2325.16,0.50604,0.33538,0.93422,0.9319,0.89852,0.93756,0.79594,0.7275,0.37063,1.0069,0.0036046,0.0036046,0.0036046
325,2332.34,0.49447,0.32499,0.92273,0.93241,0.91093,0.93478,0.79592,0.74075,0.3851,1.01333,0.0035848,0.0035848,0.0035848
326,2339.53,0.49671,0.32907,0.92221,0.93207,0.91093,0.93966,0.8016,0.74046,0.37464,1.00934,0.003565,0.003565,0.003565
327,2346.9,0.50326,0.32304,0.9251,0.9319,0.90946,0.94042,0.80802,0.73713,0.37845,1.00841,0.0035452,0.0035452,0.0035452
328,2354.11,0.49388,0.32866,0.92,0.92498,0.92287,0.93863,0.80747,0.73844,0.38352,1.00881,0.0035254,0.0035254,0.0035254
329,2361.24,0.509,0.333,0.92576,0.93225,0.91572,0.93683,0.80258,0.73961,0.37843,1.00469,0.0035056,0.0035056,0.0035056
330,2368.36,0.49562,0.32796,0.92159,0.92894,0.91315,0.93244,0.79832,0.74477,0.37534,1.00186,0.0034858,0.0034858,0.0034858
331,2375.65,0.49669,0.32826,0.91972,0.93774,0.90945,0.93672,0.80025,0.7434,0.37864,1.00037,0.003466,0.003466,0.003466
332,2382.88,0.4934,0.31944,0.92724,0.94041,0.91277,0.93893,0.80357,0.73756,0.37404,1.00958,0.0034462,0.0034462,0.0034462
333,2390.02,0.50175,0.3331,0.9301,0.92228,0.92401,0.93658,0.80372,0.72208,0.36612,0.99934,0.0034264,0.0034264,0.0034264
334,2397.28,0.49128,0.31862,0.91694,0.94058,0.90788,0.937,0.80387,0.72064,0.37508,1.00002,0.0034066,0.0034066,0.0034066
335,2404.5,0.49638,0.32182,0.92304,0.93787,0.90528,0.93687,0.80271,0.72703,0.37508,0.99678,0.0033868,0.0033868,0.0033868
336,2411.68,0.49261,0.32046,0.92324,0.93512,0.90528,0.93492,0.79897,0.73031,0.40175,0.99513,0.003367,0.003367,0.003367
337,2418.78,0.49926,0.33418,0.92323,0.9405,0.90528,0.93627,0.80208,0.71737,0.37729,0.98968,0.0033472,0.0033472,0.0033472
338,2426.01,0.47956,0.31332,0.91593,0.93269,0.91093,0.93719,0.79968,0.71313,0.36946,0.99081,0.0033274,0.0033274,0.0033274
339,2433.22,0.49069,0.32146,0.91548,0.93671,0.90832,0.93503,0.80085,0.71419,0.38171,0.99312,0.0033076,0.0033076,0.0033076
340,2440.42,0.48533,0.3186,0.91404,0.93878,0.90542,0.93349,0.79914,0.72213,0.38679,0.99737,0.0032878,0.0032878,0.0032878
341,2447.69,0.48061,0.32168,0.91745,0.93488,0.91024,0.93497,0.79926,0.72344,0.39625,1.01421,0.003268,0.003268,0.003268
342,2454.82,0.48601,0.32458,0.91502,0.93682,0.90871,0.93458,0.80007,0.71798,0.39226,1.0134,0.0032482,0.0032482,0.0032482
343,2462.06,0.48777,0.32529,0.92152,0.92706,0.91093,0.93569,0.80141,0.71499,0.38747,1.0116,0.0032284,0.0032284,0.0032284
344,2469.17,0.48688,0.32428,0.91549,0.94223,0.89607,0.93554,0.80023,0.71337,0.38966,1.01129,0.0032086,0.0032086,0.0032086
345,2476.26,0.49197,0.32246,0.9259,0.93037,0.90743,0.93493,0.80588,0.70917,0.3903,1.01346,0.0031888,0.0031888,0.0031888
346,2483.41,0.49238,0.31743,0.92246,0.93126,0.91011,0.93272,0.80113,0.71119,0.37576,1.01406,0.003169,0.003169,0.003169
347,2490.57,0.47591,0.31438,0.91549,0.91347,0.91153,0.93563,0.79935,0.7075,0.38683,1.01363,0.0031492,0.0031492,0.0031492
348,2497.75,0.48426,0.32135,0.91868,0.91623,0.91093,0.93311,0.80053,0.70966,0.38747,1.01217,0.0031294,0.0031294,0.0031294
349,2504.89,0.47281,0.30654,0.91125,0.93359,0.91093,0.93411,0.80073,0.71265,0.37674,0.99932,0.0031096,0.0031096,0.0031096
350,2512.05,0.48068,0.31446,0.91149,0.93364,0.90753,0.93432,0.79671,0.71223,0.38191,0.99473,0.0030898,0.0030898,0.0030898
351,2519.26,0.47745,0.31688,0.92216,0.93372,0.91018,0.93489,0.79582,0.7111,0.38423,0.9929,0.00307,0.00307,0.00307
352,2526.51,0.48579,0.31513,0.91281,0.93264,0.91116,0.93604,0.79609,0.70743,0.3773,0.98674,0.0030502,0.0030502,0.0030502
353,2533.72,0.48254,0.31574,0.91075,0.90454,0.93105,0.94719,0.79786,0.7064,0.37964,0.98848,0.0030304,0.0030304,0.0030304
354,2540.83,0.48457,0.31916,0.91571,0.93017,0.89889,0.93625,0.80327,0.70516,0.38535,0.99366,0.0030106,0.0030106,0.0030106
355,2547.96,0.47336,0.3089,0.91557,0.93127,0.89848,0.93487,0.80181,0.7002,0.38447,0.99878,0.0029908,0.0029908,0.0029908
356,2555.32,0.47573,0.31096,0.91958,0.93234,0.89441,0.93537,0.79866,0.70056,0.38838,0.99744,0.002971,0.002971,0.002971
357,2562.43,0.47166,0.30732,0.92047,0.92774,0.91601,0.93587,0.7983,0.70662,0.38331,0.99504,0.0029512,0.0029512,0.0029512
358,2569.5,0.47728,0.30992,0.91619,0.92872,0.91417,0.93596,0.79686,0.71228,0.38439,0.99869,0.0029314,0.0029314,0.0029314
359,2576.54,0.47691,0.31831,0.91877,0.92897,0.91558,0.93564,0.80216,0.7189,0.39239,1.00092,0.0029116,0.0029116,0.0029116
360,2583.71,0.47331,0.31299,0.9109,0.92896,0.91485,0.93651,0.79937,0.72226,0.38368,0.99943,0.0028918,0.0028918,0.0028918
361,2590.92,0.46554,0.30435,0.90784,0.92972,0.91403,0.9378,0.80351,0.72108,0.37371,0.99605,0.002872,0.002872,0.002872
362,2598.02,0.48221,0.32444,0.91609,0.93136,0.9112,0.93937,0.80159,0.71489,0.36859,0.9987,0.0028522,0.0028522,0.0028522
363,2605.2,0.46908,0.31137,0.91293,0.93734,0.9115,0.93909,0.80171,0.71424,0.37088,1.01363,0.0028324,0.0028324,0.0028324
364,2612.26,0.47126,0.31286,0.9184,0.93722,0.9114,0.94128,0.80059,0.7071,0.37078,1.01134,0.0028126,0.0028126,0.0028126
365,2619.35,0.46874,0.30615,0.91366,0.92294,0.91184,0.94182,0.80139,0.70346,0.36462,1.00897,0.0027928,0.0027928,0.0027928
366,2626.43,0.46854,0.31154,0.91156,0.93958,0.90727,0.94242,0.80468,0.70626,0.36605,1.01011,0.002773,0.002773,0.002773
367,2633.53,0.46316,0.30109,0.9066,0.96459,0.88591,0.93939,0.8022,0.70839,0.36438,1.01181,0.0027532,0.0027532,0.0027532
368,2640.61,0.47236,0.31448,0.91966,0.96422,0.88609,0.94061,0.80369,0.70162,0.36106,1.00991,0.0027334,0.0027334,0.0027334
